complaint_id,complaint_text,model_input_text,language,user_persona,is_valid_grievance,primary_department,secondary_departments,department_labels,priority_level,sentiment,authenticity_label,fake_category,spam_flag,manipulation_flag,actionable,civic_relevance,governance_scope,public_safety_risk,escalation_required,trust_score,civic_score,department_confidence,ward_location,detected_language,translated_text,classifier_text
MULTI-00572,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 149,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 149,English,Elderly Citizen,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,95,90,0.78,Ward-169,English,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 149,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 149
MULTI-00573,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 150,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 150,English,Student,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,95,0.66,Ward-11,English,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 150,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 150
MULTI-00574,??????? ???? ?????? ???? ????? ??? ???? area block 151,??????? ???? ?????? ???? ????? ??? ???? area block 151,English,Student,1,Drainage & Flood Control,Health & Public Hygiene,Drainage & Flood Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,84,86,0.72,Ward-180,English,??????? ???? ?????? ???? ????? ??? ???? area block 151,??????? ???? ?????? ???? ????? ??? ???? area block 151
MULTI-00575,??????? ???? ???????? ????????? ???????? ???????? area block 152,??????? ???? ???????? ????????? ???????? ???????? area block 152,English,Women Complainant,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,78,93,0.64,Ward-4,English,??????? ???? ???????? ????????? ???????? ???????? area block 152,??????? ???? ???????? ????????? ???????? ???????? area block 152
MULTI-00576,?????? ??????? ???? ????? ???? ???? ???? area block 153,?????? ??????? ???? ????? ???? ???? ???? area block 153,English,Citizen,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,90,0.81,Ward-3,English,?????? ??????? ???? ????? ???? ???? ???? area block 153,?????? ??????? ???? ????? ???? ???? ???? area block 153
MULTI-00577,road digging broke water pipeline near market area block 154,road digging broke water pipeline near market area block 154,English,Elderly Citizen,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,82,92,0.92,Ward-123,English,road digging broke water pipeline near market area block 154,road digging broke water pipeline near market area block 154
MULTI-00578,sewage overflow near school causing children sick area block 155,sewage overflow near school causing children sick area block 155,English,Student,1,Drainage & Flood Control,Health & Public Hygiene,Drainage & Flood Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,84,97,0.78,Ward-55,English,sewage overflow near school causing children sick area block 155,sewage overflow near school causing children sick area block 155
MULTI-00579,street light not working and women feel unsafe at night area block 156,street light not working and women feel unsafe at night area block 156,English,Citizen,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,83,94,0.8,Ward-161,English,street light not working and women feel unsafe at night area block 156,street light not working and women feel unsafe at night area block 156
MULTI-00580,flood water reached electric box and sparks started area block 157,flood water reached electric box and sparks started area block 157,English,Shop Owner,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,86,0.84,Ward-131,English,flood water reached electric box and sparks started area block 157,flood water reached electric box and sparks started area block 157
MULTI-00581,garbage dumped on broken road causing traffic jam area block 158,garbage dumped on broken road causing traffic jam area block 158,English,Student,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,80,97,0.79,Ward-19,English,garbage dumped on broken road causing traffic jam area block 158,garbage dumped on broken road causing traffic jam area block 158
MULTI-00582,factory smoke making nearby residents breathless area block 159,factory smoke making nearby residents breathless area block 159,English,Shop Owner,1,Pollution Control,Health & Public Hygiene,Pollution Control|Health & Public Hygiene,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,83,89,0.83,Ward-106,English,factory smoke making nearby residents breathless area block 159,factory smoke making nearby residents breathless area block 159
MULTI-00583,stray dogs attacked children outside school gate area block 160,stray dogs attacked children outside school gate area block 160,English,Low Literacy User,1,Animal Control,Public Safety & Police,Animal Control|Public Safety & Police,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,89,89,0.89,Ward-105,English,stray dogs attacked children outside school gate area block 160,stray dogs attacked children outside school gate area block 160
MULTI-00584,fire near bus depot spreading smoke and blocking buses area block 161,fire near bus depot spreading smoke and blocking buses area block 161,English,Citizen,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,91,83,0.91,Ward-102,English,fire near bus depot spreading smoke and blocking buses area block 161,fire near bus depot spreading smoke and blocking buses area block 161
MULTI-00585,electric pole fell on road causing traffic danger area block 162,electric pole fell on road causing traffic danger area block 162,English,Citizen,1,Electricity,Roads & Traffic,Electricity|Roads & Traffic,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,84,93,0.75,Ward-156,English,electric pole fell on road causing traffic danger area block 162,electric pole fell on road causing traffic danger area block 162
MULTI-00586,illegal encroachment blocking drain and flooding houses area block 163,illegal encroachment blocking drain and flooding houses area block 163,English,Student,1,Urban Housing & Encroachment,Drainage & Flood Control,Urban Housing & Encroachment|Drainage & Flood Control,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,82,97,0.82,Ward-131,English,illegal encroachment blocking drain and flooding houses area block 163,illegal encroachment blocking drain and flooding houses area block 163
MULTI-00587,park wall collapsed near children play area area block 164,park wall collapsed near children play area area block 164,English,Women Complainant,1,Public Parks & Infrastructure,Women & Child Safety,Public Parks & Infrastructure|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,98,87,0.7,Ward-134,English,park wall collapsed near children play area area block 164,park wall collapsed near children play area area block 164
MULTI-00588,water contamination after sewer line damage area block 165,water contamination after sewer line damage area block 165,English,Elderly Citizen,1,Water Supply,Drainage & Flood Control,Water Supply|Drainage & Flood Control,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,93,84,0.76,Ward-8,English,water contamination after sewer line damage area block 165,water contamination after sewer line damage area block 165
MULTI-00589,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 166,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 166,English,Women Complainant,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,99,0.65,Ward-38,English,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 166,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 166
MULTI-00590,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 167,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 167,English,Low Literacy User,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,79,93,0.71,Ward-72,English,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 167,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 167
MULTI-00591,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 168,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 168,English,Women Complainant,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,98,92,0.72,Ward-138,English,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 168,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 168
MULTI-00592,??????? ???? ?????? ???? ????? ??? ???? area block 169,??????? ???? ?????? ???? ????? ??? ???? area block 169,English,Shop Owner,1,Drainage & Flood Control,Health & Public Hygiene,Drainage & Flood Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,88,91,0.9,Ward-121,English,??????? ???? ?????? ???? ????? ??? ???? area block 169,??????? ???? ?????? ???? ????? ??? ???? area block 169
MULTI-00593,??????? ???? ???????? ????????? ???????? ???????? area block 170,??????? ???? ???????? ????????? ???????? ???????? area block 170,English,Shop Owner,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,93,94,0.87,Ward-177,English,??????? ???? ???????? ????????? ???????? ???????? area block 170,??????? ???? ???????? ????????? ???????? ???????? area block 170
MULTI-00594,?????? ??????? ???? ????? ???? ???? ???? area block 171,?????? ??????? ???? ????? ???? ???? ???? area block 171,English,Shop Owner,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,95,100,0.67,Ward-87,English,?????? ??????? ???? ????? ???? ???? ???? area block 171,?????? ??????? ???? ????? ???? ???? ???? area block 171
MULTI-00595,road digging broke water pipeline near market area block 172,road digging broke water pipeline near market area block 172,English,Citizen,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,93,92,0.8,Ward-158,English,road digging broke water pipeline near market area block 172,road digging broke water pipeline near market area block 172
MULTI-00596,sewage overflow near school causing children sick area block 173,sewage overflow near school causing children sick area block 173,English,Low Literacy User,1,Drainage & Flood Control,Health & Public Hygiene,Drainage & Flood Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,90,0.83,Ward-70,English,sewage overflow near school causing children sick area block 173,sewage overflow near school causing children sick area block 173
MULTI-00597,street light not working and women feel unsafe at night area block 174,street light not working and women feel unsafe at night area block 174,English,Elderly Citizen,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,98,0.7,Ward-83,English,street light not working and women feel unsafe at night area block 174,street light not working and women feel unsafe at night area block 174
MULTI-00598,flood water reached electric box and sparks started area block 175,flood water reached electric box and sparks started area block 175,English,Student,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,88,0.74,Ward-79,English,flood water reached electric box and sparks started area block 175,flood water reached electric box and sparks started area block 175
MULTI-00599,garbage dumped on broken road causing traffic jam area block 176,garbage dumped on broken road causing traffic jam area block 176,English,Student,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,88,98,0.84,Ward-72,English,garbage dumped on broken road causing traffic jam area block 176,garbage dumped on broken road causing traffic jam area block 176
MULTI-00600,factory smoke making nearby residents breathless area block 177,factory smoke making nearby residents breathless area block 177,English,Elderly Citizen,1,Pollution Control,Health & Public Hygiene,Pollution Control|Health & Public Hygiene,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,95,0.84,Ward-49,English,factory smoke making nearby residents breathless area block 177,factory smoke making nearby residents breathless area block 177
MULTI-00601,stray dogs attacked children outside school gate area block 178,stray dogs attacked children outside school gate area block 178,English,Shop Owner,1,Animal Control,Public Safety & Police,Animal Control|Public Safety & Police,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,82,91,0.68,Ward-176,English,stray dogs attacked children outside school gate area block 178,stray dogs attacked children outside school gate area block 178
MULTI-00602,fire near bus depot spreading smoke and blocking buses area block 179,fire near bus depot spreading smoke and blocking buses area block 179,English,Elderly Citizen,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,95,99,0.73,Ward-119,English,fire near bus depot spreading smoke and blocking buses area block 179,fire near bus depot spreading smoke and blocking buses area block 179
MULTI-00603,electric pole fell on road causing traffic danger area block 180,electric pole fell on road causing traffic danger area block 180,English,Shop Owner,1,Electricity,Roads & Traffic,Electricity|Roads & Traffic,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,87,0.66,Ward-75,English,electric pole fell on road causing traffic danger area block 180,electric pole fell on road causing traffic danger area block 180
MULTI-00604,illegal encroachment blocking drain and flooding houses area block 181,illegal encroachment blocking drain and flooding houses area block 181,English,Low Literacy User,1,Urban Housing & Encroachment,Drainage & Flood Control,Urban Housing & Encroachment|Drainage & Flood Control,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,88,0.82,Ward-163,English,illegal encroachment blocking drain and flooding houses area block 181,illegal encroachment blocking drain and flooding houses area block 181
MULTI-00605,park wall collapsed near children play area area block 182,park wall collapsed near children play area area block 182,English,Elderly Citizen,1,Public Parks & Infrastructure,Women & Child Safety,Public Parks & Infrastructure|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,83,97,0.74,Ward-101,English,park wall collapsed near children play area area block 182,park wall collapsed near children play area area block 182
MULTI-00606,water contamination after sewer line damage area block 183,water contamination after sewer line damage area block 183,English,Women Complainant,1,Water Supply,Drainage & Flood Control,Water Supply|Drainage & Flood Control,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,86,100,0.77,Ward-88,English,water contamination after sewer line damage area block 183,water contamination after sewer line damage area block 183
MULTI-00607,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 184,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 184,English,Student,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,86,84,0.7,Ward-97,English,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 184,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 184
MULTI-00608,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 185,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 185,English,Shop Owner,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,82,0.64,Ward-66,English,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 185,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 185
MULTI-00609,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 186,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 186,English,Women Complainant,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,92,99,0.81,Ward-71,English,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 186,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 186
MULTI-00610,??????? ???? ?????? ???? ????? ??? ???? area block 187,??????? ???? ?????? ???? ????? ??? ???? area block 187,English,Shop Owner,1,Drainage & Flood Control,Health & Public Hygiene,Drainage & Flood Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,95,0.69,Ward-14,English,??????? ???? ?????? ???? ????? ??? ???? area block 187,??????? ???? ?????? ???? ????? ??? ???? area block 187
MULTI-00611,??????? ???? ???????? ????????? ???????? ???????? area block 188,??????? ???? ???????? ????????? ???????? ???????? area block 188,English,Women Complainant,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,98,97,0.82,Ward-122,English,??????? ???? ???????? ????????? ???????? ???????? area block 188,??????? ???? ???????? ????????? ???????? ???????? area block 188
MULTI-00612,?????? ??????? ???? ????? ???? ???? ???? area block 189,?????? ??????? ???? ????? ???? ???? ???? area block 189,English,Women Complainant,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,92,0.66,Ward-47,English,?????? ??????? ???? ????? ???? ???? ???? area block 189,?????? ??????? ???? ????? ???? ???? ???? area block 189
MULTI-00613,road digging broke water pipeline near market area block 190,road digging broke water pipeline near market area block 190,English,Citizen,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,89,83,0.63,Ward-18,English,road digging broke water pipeline near market area block 190,road digging broke water pipeline near market area block 190
MULTI-00614,sewage overflow near school causing children sick area block 191,sewage overflow near school causing children sick area block 191,English,Elderly Citizen,1,Drainage & Flood Control,Health & Public Hygiene,Drainage & Flood Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,81,99,0.8,Ward-33,English,sewage overflow near school causing children sick area block 191,sewage overflow near school causing children sick area block 191
MULTI-00615,street light not working and women feel unsafe at night area block 192,street light not working and women feel unsafe at night area block 192,English,Citizen,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,91,88,0.63,Ward-170,English,street light not working and women feel unsafe at night area block 192,street light not working and women feel unsafe at night area block 192
MULTI-00616,flood water reached electric box and sparks started area block 193,flood water reached electric box and sparks started area block 193,English,Shop Owner,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,79,82,0.66,Ward-160,English,flood water reached electric box and sparks started area block 193,flood water reached electric box and sparks started area block 193
MULTI-00617,garbage dumped on broken road causing traffic jam area block 194,garbage dumped on broken road causing traffic jam area block 194,English,Low Literacy User,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,86,91,0.76,Ward-60,English,garbage dumped on broken road causing traffic jam area block 194,garbage dumped on broken road causing traffic jam area block 194
MULTI-00618,factory smoke making nearby residents breathless area block 195,factory smoke making nearby residents breathless area block 195,English,Student,1,Pollution Control,Health & Public Hygiene,Pollution Control|Health & Public Hygiene,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,100,0.87,Ward-142,English,factory smoke making nearby residents breathless area block 195,factory smoke making nearby residents breathless area block 195
MULTI-00619,stray dogs attacked children outside school gate area block 196,stray dogs attacked children outside school gate area block 196,English,Elderly Citizen,1,Animal Control,Public Safety & Police,Animal Control|Public Safety & Police,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,86,0.63,Ward-150,English,stray dogs attacked children outside school gate area block 196,stray dogs attacked children outside school gate area block 196
MULTI-00620,fire near bus depot spreading smoke and blocking buses area block 197,fire near bus depot spreading smoke and blocking buses area block 197,English,Elderly Citizen,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,87,0.89,Ward-99,English,fire near bus depot spreading smoke and blocking buses area block 197,fire near bus depot spreading smoke and blocking buses area block 197
MULTI-00621,electric pole fell on road causing traffic danger area block 198,electric pole fell on road causing traffic danger area block 198,English,Student,1,Electricity,Roads & Traffic,Electricity|Roads & Traffic,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,95,82,0.93,Ward-24,English,electric pole fell on road causing traffic danger area block 198,electric pole fell on road causing traffic danger area block 198
MULTI-00622,illegal encroachment blocking drain and flooding houses area block 199,illegal encroachment blocking drain and flooding houses area block 199,English,Shop Owner,1,Urban Housing & Encroachment,Drainage & Flood Control,Urban Housing & Encroachment|Drainage & Flood Control,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,90,0.89,Ward-32,English,illegal encroachment blocking drain and flooding houses area block 199,illegal encroachment blocking drain and flooding houses area block 199
MULTI-00623,park wall collapsed near children play area area block 200,park wall collapsed near children play area area block 200,English,Citizen,1,Public Parks & Infrastructure,Women & Child Safety,Public Parks & Infrastructure|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,95,0.69,Ward-118,English,park wall collapsed near children play area area block 200,park wall collapsed near children play area area block 200
MULTI-00624,water contamination after sewer line damage area block 201,water contamination after sewer line damage area block 201,English,Shop Owner,1,Water Supply,Drainage & Flood Control,Water Supply|Drainage & Flood Control,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,83,87,0.92,Ward-72,English,water contamination after sewer line damage area block 201,water contamination after sewer line damage area block 201
MULTI-00625,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 202,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 202,English,Citizen,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,78,89,0.84,Ward-112,English,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 202,?? ????? ?? ??? ?? ??? ?? ???? ??? ??? ?? area block 202
MULTI-00626,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 203,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 203,English,Shop Owner,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,94,0.77,Ward-60,English,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 203,???? ????? ?? ???? ?? ???? ??? ?? ?? area block 203
MULTI-00627,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 204,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 204,English,Citizen,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,95,0.86,Ward-114,English,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 204,??? ??? ??????? ???? ??? ?? ??????? ????????? ??? area block 204
MULTI-00628,??????? ???? ?????? ???? ????? ??? ???? area block 205,??????? ???? ?????? ???? ????? ??? ???? area block 205,English,Student,1,Drainage & Flood Control,Health & Public Hygiene,Drainage & Flood Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,94,0.63,Ward-70,English,??????? ???? ?????? ???? ????? ??? ???? area block 205,??????? ???? ?????? ???? ????? ??? ???? area block 205
MULTI-00629,??????? ???? ???????? ????????? ???????? ???????? area block 206,??????? ???? ???????? ????????? ???????? ???????? area block 206,English,Student,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,93,95,0.88,Ward-135,English,??????? ???? ???????? ????????? ???????? ???????? area block 206,??????? ???? ???????? ????????? ???????? ???????? area block 206
MULTI-00630,?????? ??????? ???? ????? ???? ???? ???? area block 207,?????? ??????? ???? ????? ???? ???? ???? area block 207,English,Elderly Citizen,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,88,82,0.78,Ward-158,English,?????? ??????? ???? ????? ???? ???? ???? area block 207,?????? ??????? ???? ????? ???? ???? ???? area block 207
MULTI-00631,road digging broke water pipeline near market area block 208,road digging broke water pipeline near market area block 208,English,Women Complainant,1,Water Supply,Roads & Traffic,Water Supply|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,92,88,0.74,Ward-20,English,road digging broke water pipeline near market area block 208,road digging broke water pipeline near market area block 208
MULTI-00632,sewage overflow near school causing children sick area block 209,sewage overflow near school causing children sick area block 209,English,Shop Owner,1,Drainage & Flood Control,Health & Public Hygiene,Drainage & Flood Control|Health & Public Hygiene,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,87,0.88,Ward-54,English,sewage overflow near school causing children sick area block 209,sewage overflow near school causing children sick area block 209
MULTI-00633,street light not working and women feel unsafe at night area block 210,street light not working and women feel unsafe at night area block 210,English,Student,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,88,93,0.75,Ward-64,English,street light not working and women feel unsafe at night area block 210,street light not working and women feel unsafe at night area block 210
MULTI-00634,flood water reached electric box and sparks started area block 0,flood water reached electric box and sparks started area block 0,English,Low Literacy User,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,87,89,0.75,Ward-121,English,flood water reached electric box and sparks started area block 0,flood water reached electric box and sparks started area block 0
MULTI-00635,garbage dumped on broken road causing traffic jam area block 1,garbage dumped on broken road causing traffic jam area block 1,English,Citizen,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,96,89,0.83,Ward-17,English,garbage dumped on broken road causing traffic jam area block 1,garbage dumped on broken road causing traffic jam area block 1
MULTI-00636,factory smoke making nearby residents breathless area block 2,factory smoke making nearby residents breathless area block 2,English,Women Complainant,1,Pollution Control,Health & Public Hygiene,Pollution Control|Health & Public Hygiene,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,78,94,0.81,Ward-93,English,factory smoke making nearby residents breathless area block 2,factory smoke making nearby residents breathless area block 2
MULTI-00637,stray dogs attacked children outside school gate area block 3,stray dogs attacked children outside school gate area block 3,English,Women Complainant,1,Animal Control,Public Safety & Police,Animal Control|Public Safety & Police,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,78,97,0.76,Ward-115,English,stray dogs attacked children outside school gate area block 3,stray dogs attacked children outside school gate area block 3
MULTI-00638,fire near bus depot spreading smoke and blocking buses area block 4,fire near bus depot spreading smoke and blocking buses area block 4,English,Women Complainant,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,95,0.7,Ward-59,English,fire near bus depot spreading smoke and blocking buses area block 4,fire near bus depot spreading smoke and blocking buses area block 4
MULTI-00639,electric pole fell on road causing traffic danger area block 5,electric pole fell on road causing traffic danger area block 5,English,Elderly Citizen,1,Electricity,Roads & Traffic,Electricity|Roads & Traffic,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,89,90,0.78,Ward-44,English,electric pole fell on road causing traffic danger area block 5,electric pole fell on road causing traffic danger area block 5
MULTI-00640,illegal encroachment blocking drain and flooding houses area block 6,illegal encroachment blocking drain and flooding houses area block 6,English,Student,1,Urban Housing & Encroachment,Drainage & Flood Control,Urban Housing & Encroachment|Drainage & Flood Control,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,98,0.82,Ward-51,English,illegal encroachment blocking drain and flooding houses area block 6,illegal encroachment blocking drain and flooding houses area block 6
MULTI-00641,park wall collapsed near children play area area block 7,park wall collapsed near children play area area block 7,English,Citizen,1,Public Parks & Infrastructure,Women & Child Safety,Public Parks & Infrastructure|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,93,0.64,Ward-59,English,park wall collapsed near children play area area block 7,park wall collapsed near children play area area block 7
