complaint_id,complaint_text,model_input_text,language,user_persona,is_valid_grievance,primary_department,secondary_departments,department_labels,priority_level,sentiment,authenticity_label,fake_category,spam_flag,manipulation_flag,actionable,civic_relevance,governance_scope,public_safety_risk,escalation_required,trust_score,civic_score,department_confidence,ward_location
NEG-02737,neighbor did not invite me to wedding complaint register karo case 20 near Ward-160 ref 25610,neighbor did not invite me to wedding complaint register karo case 20 near Ward-160 ref 25610,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,22,10,0.0,Ward-160
NEG-02738,online game account lost return my diamonds now case 21 near Ward-52 ref 25611,online game account lost return my diamonds now case 21 near Ward-52 ref 25611,English,Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,29,13,0.0,Ward-52
NEG-02739,win cash prize click this link immediately case 22 near Ward-17 ref 25612,win cash prize click this link immediately case 22 near Ward-17 ref 25612,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,28,20,0.0,Ward-17
NEG-02740,loan approved instantly call this private number case 23 near Ward-65 ref 25613,loan approved instantly call this private number case 23 near Ward-65 ref 25613,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,7,16,0.0,Ward-65
NEG-02741,all politicians are thieves arrest everyone case 24 near Ward-166 ref 25614,all politicians are thieves arrest everyone case 24 near Ward-166 ref 25614,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,political_rage,False,True,False,Partially Relevant,Political/Social,False,False,23,19,0.0,Ward-166
NEG-02742,make my post viral or city will be destroyed case 25 near Ward-30 ref 25615,make my post viral or city will be destroyed case 25 near Ward-30 ref 25615,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,30,0,0.0,Ward-30
NEG-02743,whole city destroyed everyone dead but no proof case 26 near Ward-48 ref 25616,whole city destroyed everyone dead but no proof case 26 near Ward-48 ref 25616,English,Student,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,exaggerated_destruction,False,True,False,Partially Relevant,Unknown,False,False,32,25,0.0,Ward-48
NEG-02744,fake bomb blast everywhere send media now case 27 near Ward-169 ref 25617,fake bomb blast everywhere send media now case 27 near Ward-169 ref 25617,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,fake_emergency,False,True,False,Partially Relevant,Unknown,False,False,9,6,0.0,Ward-169
NEG-02745,help me first because i know senior officer case 28 near Ward-81 ref 25618,help me first because i know senior officer case 28 near Ward-81 ref 25618,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,14,24,0.0,Ward-81
NEG-02746,mera personal inverter kharab hai bijli department bhejo case 29 near Ward-3 ref 25619,mera personal inverter kharab hai bijli department bhejo case 29 near Ward-3 ref 25619,Hinglish,Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,25,22,0.0,Ward-3
NEG-02747,?? ?? ???? ???? ?? ?????? ???? ???? case 30 near Ward-146 ref 25620,?? ?? ???? ???? ?? ?????? ???? ???? case 30 near Ward-146 ref 25620,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,18,14,0.0,Ward-146
NEG-02748,???? ?????? ?????? ???? ?? ????? ??? ????? case 31 near Ward-99 ref 25621,???? ?????? ?????? ???? ?? ????? ??? ????? case 31 near Ward-99 ref 25621,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,40,2,0.0,Ward-99
NEG-02749,private internet slow hai pura din case 32 near Ward-56 ref 25622,private internet slow hai pura din case 32 near Ward-56 ref 25622,Hinglish,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,18,16,0.0,Ward-56
NEG-02750,???? ????? ?? ?????? ???? ???? ?? ??? case 33 near Ward-156 ref 25623,???? ????? ?? ?????? ???? ???? ?? ??? case 33 near Ward-156 ref 25623,English,Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,22,22,0.0,Ward-156
NEG-02751,my home fan is not working please repair it case 34 near Ward-108 ref 25624,my home fan is not working please repair it case 34 near Ward-108 ref 25624,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,41,20,0.0,Ward-108
NEG-02752,ghar ka fan kharab hai sarkar mechanic bhejo case 35 near Ward-51 ref 25625,ghar ka fan kharab hai sarkar mechanic bhejo case 35 near Ward-51 ref 25625,Hinglish,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,25,10,0.0,Ward-51
NEG-02753,my AC is broken and cooling nahi kar raha case 36 near Ward-12 ref 25626,my AC is broken and cooling nahi kar raha case 36 near Ward-12 ref 25626,Hinglish,Student,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,36,15,0.0,Ward-12
NEG-02754,fridge not working since morning please replace compressor case 37 near Ward-116 ref 25627,fridge not working since morning please replace compressor case 37 near Ward-116 ref 25627,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,12,3,0.0,Ward-116
NEG-02755,my TV remote is not working urgent help case 38 near Ward-99 ref 25628,my TV remote is not working urgent help case 38 near Ward-99 ref 25628,English,Student,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,25,18,0.0,Ward-99
NEG-02756,private wifi slow hai please fix router case 39 near Ward-5 ref 25629,private wifi slow hai please fix router case 39 near Ward-5 ref 25629,Hinglish,Student,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,6,9,0.0,Ward-5
NEG-02757,mobile charger stopped working send technician case 40 near Ward-73 ref 25630,mobile charger stopped working send technician case 40 near Ward-73 ref 25630,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,5,14,0.0,Ward-73
NEG-02758,washing machine water leak in my bathroom case 41 near Ward-136 ref 25631,washing machine water leak in my bathroom case 41 near Ward-136 ref 25631,English,Student,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,7,17,0.0,Ward-136
NEG-02759,my laptop screen is cracked government should repair case 42 near Ward-121 ref 25632,my laptop screen is cracked government should repair case 42 near Ward-121 ref 25632,English,Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,6,2,0.0,Ward-121
NEG-02760,my landlord is not returning deposit case 43 near Ward-82 ref 25633,my landlord is not returning deposit case 43 near Ward-82 ref 25633,English,Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,24,8,0.0,Ward-82
NEG-02761,my shop customer did not pay me money case 44 near Ward-81 ref 25634,my shop customer did not pay me money case 44 near Ward-81 ref 25634,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,10,17,0.0,Ward-81
NEG-02762,neighbor did not invite me to wedding complaint register karo case 45 near Ward-77 ref 25635,neighbor did not invite me to wedding complaint register karo case 45 near Ward-77 ref 25635,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,8,12,0.0,Ward-77
NEG-02763,online game account lost return my diamonds now case 46 near Ward-32 ref 25636,online game account lost return my diamonds now case 46 near Ward-32 ref 25636,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,36,20,0.0,Ward-32
NEG-02764,win cash prize click this link immediately case 47 near Ward-58 ref 25637,win cash prize click this link immediately case 47 near Ward-58 ref 25637,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,11,0,0.0,Ward-58
NEG-02765,loan approved instantly call this private number case 48 near Ward-83 ref 25638,loan approved instantly call this private number case 48 near Ward-83 ref 25638,English,Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,13,3,0.0,Ward-83
NEG-02766,all politicians are thieves arrest everyone case 49 near Ward-44 ref 25639,all politicians are thieves arrest everyone case 49 near Ward-44 ref 25639,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Angry,Fake,political_rage,False,True,False,Partially Relevant,Political/Social,False,False,32,7,0.0,Ward-44
NEG-02767,make my post viral or city will be destroyed case 50 near Ward-2 ref 25640,make my post viral or city will be destroyed case 50 near Ward-2 ref 25640,English,Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,28,17,0.0,Ward-2
NEG-02768,whole city destroyed everyone dead but no proof case 51 near Ward-12 ref 25641,whole city destroyed everyone dead but no proof case 51 near Ward-12 ref 25641,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,exaggerated_destruction,False,True,False,Partially Relevant,Unknown,False,False,21,25,0.0,Ward-12
NEG-02769,fake bomb blast everywhere send media now case 52 near Ward-68 ref 25642,fake bomb blast everywhere send media now case 52 near Ward-68 ref 25642,English,Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,fake_emergency,False,True,False,Partially Relevant,Unknown,False,False,24,2,0.0,Ward-68
NEG-02770,help me first because i know senior officer case 53 near Ward-98 ref 25643,help me first because i know senior officer case 53 near Ward-98 ref 25643,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,44,25,0.0,Ward-98
NEG-02771,mera personal inverter kharab hai bijli department bhejo case 54 near Ward-150 ref 25644,mera personal inverter kharab hai bijli department bhejo case 54 near Ward-150 ref 25644,Hinglish,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,15,4,0.0,Ward-150
NEG-02772,?? ?? ???? ???? ?? ?????? ???? ???? case 55 near Ward-38 ref 25645,?? ?? ???? ???? ?? ?????? ???? ???? case 55 near Ward-38 ref 25645,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,13,10,0.0,Ward-38
NEG-02773,???? ?????? ?????? ???? ?? ????? ??? ????? case 56 near Ward-172 ref 25646,???? ?????? ?????? ???? ?? ????? ??? ????? case 56 near Ward-172 ref 25646,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,45,14,0.0,Ward-172
NEG-02774,private internet slow hai pura din case 57 near Ward-148 ref 25647,private internet slow hai pura din case 57 near Ward-148 ref 25647,Hinglish,Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,38,7,0.0,Ward-148
NEG-02775,???? ????? ?? ?????? ???? ???? ?? ??? case 58 near Ward-83 ref 25648,???? ????? ?? ?????? ???? ???? ?? ??? case 58 near Ward-83 ref 25648,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,36,8,0.0,Ward-83
NEG-02776,my home fan is not working please repair it case 59 near Ward-68 ref 25649,my home fan is not working please repair it case 59 near Ward-68 ref 25649,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,19,2,0.0,Ward-68
NEG-02777,ghar ka fan kharab hai sarkar mechanic bhejo case 60 near Ward-143 ref 25650,ghar ka fan kharab hai sarkar mechanic bhejo case 60 near Ward-143 ref 25650,Hinglish,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,10,11,0.0,Ward-143
NEG-02778,my AC is broken and cooling nahi kar raha case 61 near Ward-20 ref 25651,my AC is broken and cooling nahi kar raha case 61 near Ward-20 ref 25651,Hinglish,Student,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,18,22,0.0,Ward-20
NEG-02779,fridge not working since morning please replace compressor case 62 near Ward-4 ref 25652,fridge not working since morning please replace compressor case 62 near Ward-4 ref 25652,English,Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,8,6,0.0,Ward-4
NEG-02780,my TV remote is not working urgent help case 63 near Ward-49 ref 25653,my TV remote is not working urgent help case 63 near Ward-49 ref 25653,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,34,12,0.0,Ward-49
NEG-02781,private wifi slow hai please fix router case 64 near Ward-152 ref 25654,private wifi slow hai please fix router case 64 near Ward-152 ref 25654,Hinglish,Women Complainant,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,26,6,0.0,Ward-152
NEG-02782,mobile charger stopped working send technician case 65 near Ward-80 ref 25655,mobile charger stopped working send technician case 65 near Ward-80 ref 25655,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,25,24,0.0,Ward-80
NEG-02783,washing machine water leak in my bathroom case 66 near Ward-28 ref 25656,washing machine water leak in my bathroom case 66 near Ward-28 ref 25656,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,14,16,0.0,Ward-28
NEG-02784,my laptop screen is cracked government should repair case 67 near Ward-116 ref 25657,my laptop screen is cracked government should repair case 67 near Ward-116 ref 25657,English,Student,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,28,12,0.0,Ward-116
NEG-02785,my landlord is not returning deposit case 68 near Ward-103 ref 25658,my landlord is not returning deposit case 68 near Ward-103 ref 25658,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,17,24,0.0,Ward-103
NEG-02786,my shop customer did not pay me money case 69 near Ward-43 ref 25659,my shop customer did not pay me money case 69 near Ward-43 ref 25659,English,Student,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,22,13,0.0,Ward-43
NEG-02787,neighbor did not invite me to wedding complaint register karo case 70 near Ward-27 ref 25660,neighbor did not invite me to wedding complaint register karo case 70 near Ward-27 ref 25660,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,41,20,0.0,Ward-27
NEG-02788,online game account lost return my diamonds now case 71 near Ward-29 ref 25661,online game account lost return my diamonds now case 71 near Ward-29 ref 25661,English,Student,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,11,23,0.0,Ward-29
NEG-02789,win cash prize click this link immediately case 72 near Ward-69 ref 25662,win cash prize click this link immediately case 72 near Ward-69 ref 25662,English,Student,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,34,5,0.0,Ward-69
NEG-02790,loan approved instantly call this private number case 73 near Ward-91 ref 25663,loan approved instantly call this private number case 73 near Ward-91 ref 25663,English,Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,38,14,0.0,Ward-91
NEG-02791,all politicians are thieves arrest everyone case 74 near Ward-91 ref 25664,all politicians are thieves arrest everyone case 74 near Ward-91 ref 25664,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,political_rage,False,True,False,Partially Relevant,Political/Social,False,False,40,2,0.0,Ward-91
NEG-02792,make my post viral or city will be destroyed case 75 near Ward-129 ref 25665,make my post viral or city will be destroyed case 75 near Ward-129 ref 25665,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,14,12,0.0,Ward-129
NEG-02793,whole city destroyed everyone dead but no proof case 76 near Ward-113 ref 25666,whole city destroyed everyone dead but no proof case 76 near Ward-113 ref 25666,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Angry,Fake,exaggerated_destruction,False,True,False,Partially Relevant,Unknown,False,False,26,1,0.0,Ward-113
NEG-02794,fake bomb blast everywhere send media now case 77 near Ward-167 ref 25667,fake bomb blast everywhere send media now case 77 near Ward-167 ref 25667,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,fake_emergency,False,True,False,Partially Relevant,Unknown,False,False,11,1,0.0,Ward-167
NEG-02795,help me first because i know senior officer case 78 near Ward-76 ref 25668,help me first because i know senior officer case 78 near Ward-76 ref 25668,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Angry,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,32,6,0.0,Ward-76
NEG-02796,mera personal inverter kharab hai bijli department bhejo case 79 near Ward-71 ref 25669,mera personal inverter kharab hai bijli department bhejo case 79 near Ward-71 ref 25669,Hinglish,Student,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,16,19,0.0,Ward-71
NEG-02797,?? ?? ???? ???? ?? ?????? ???? ???? case 80 near Ward-111 ref 25670,?? ?? ???? ???? ?? ?????? ???? ???? case 80 near Ward-111 ref 25670,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,36,16,0.0,Ward-111
NEG-02798,???? ?????? ?????? ???? ?? ????? ??? ????? case 81 near Ward-64 ref 25671,???? ?????? ?????? ???? ?? ????? ??? ????? case 81 near Ward-64 ref 25671,English,Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,8,20,0.0,Ward-64
NEG-02799,private internet slow hai pura din case 82 near Ward-10 ref 25672,private internet slow hai pura din case 82 near Ward-10 ref 25672,Hinglish,Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,12,1,0.0,Ward-10
NEG-02800,???? ????? ?? ?????? ???? ???? ?? ??? case 83 near Ward-137 ref 25673,???? ????? ?? ?????? ???? ???? ?? ??? case 83 near Ward-137 ref 25673,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,20,2,0.0,Ward-137
NEG-02801,my home fan is not working please repair it case 84 near Ward-180 ref 25674,my home fan is not working please repair it case 84 near Ward-180 ref 25674,English,Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,19,19,0.0,Ward-180
NEG-02802,ghar ka fan kharab hai sarkar mechanic bhejo case 85 near Ward-26 ref 25675,ghar ka fan kharab hai sarkar mechanic bhejo case 85 near Ward-26 ref 25675,Hinglish,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,30,12,0.0,Ward-26
NEG-02803,my AC is broken and cooling nahi kar raha case 86 near Ward-53 ref 25676,my AC is broken and cooling nahi kar raha case 86 near Ward-53 ref 25676,Hinglish,Student,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,22,15,0.0,Ward-53
NEG-02804,fridge not working since morning please replace compressor case 87 near Ward-74 ref 25677,fridge not working since morning please replace compressor case 87 near Ward-74 ref 25677,English,Student,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,27,20,0.0,Ward-74
NEG-02805,my TV remote is not working urgent help case 88 near Ward-1 ref 25678,my TV remote is not working urgent help case 88 near Ward-1 ref 25678,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,23,23,0.0,Ward-1
NEG-02806,private wifi slow hai please fix router case 89 near Ward-160 ref 25679,private wifi slow hai please fix router case 89 near Ward-160 ref 25679,Hinglish,Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,37,22,0.0,Ward-160
NEG-02807,mobile charger stopped working send technician case 90 near Ward-62 ref 25680,mobile charger stopped working send technician case 90 near Ward-62 ref 25680,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,24,22,0.0,Ward-62
NEG-02808,washing machine water leak in my bathroom case 91 near Ward-48 ref 25681,washing machine water leak in my bathroom case 91 near Ward-48 ref 25681,English,Student,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,9,5,0.0,Ward-48
NEG-02809,my laptop screen is cracked government should repair case 92 near Ward-171 ref 25682,my laptop screen is cracked government should repair case 92 near Ward-171 ref 25682,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,14,0,0.0,Ward-171
NEG-02810,my landlord is not returning deposit case 93 near Ward-46 ref 25683,my landlord is not returning deposit case 93 near Ward-46 ref 25683,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,26,0,0.0,Ward-46
NEG-02811,my shop customer did not pay me money case 94 near Ward-3 ref 25684,my shop customer did not pay me money case 94 near Ward-3 ref 25684,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,15,21,0.0,Ward-3
NEG-02812,neighbor did not invite me to wedding complaint register karo case 95 near Ward-1 ref 25685,neighbor did not invite me to wedding complaint register karo case 95 near Ward-1 ref 25685,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,35,18,0.0,Ward-1
NEG-02813,online game account lost return my diamonds now case 96 near Ward-12 ref 25686,online game account lost return my diamonds now case 96 near Ward-12 ref 25686,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,35,3,0.0,Ward-12
NEG-02814,win cash prize click this link immediately case 0 near Ward-135 ref 25687,win cash prize click this link immediately case 0 near Ward-135 ref 25687,English,Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,23,7,0.0,Ward-135
NEG-02815,loan approved instantly call this private number case 1 near Ward-25 ref 25688,loan approved instantly call this private number case 1 near Ward-25 ref 25688,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,14,24,0.0,Ward-25
NEG-02816,all politicians are thieves arrest everyone case 2 near Ward-126 ref 25689,all politicians are thieves arrest everyone case 2 near Ward-126 ref 25689,English,Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,political_rage,False,True,False,Partially Relevant,Political/Social,False,False,26,14,0.0,Ward-126
NEG-02817,make my post viral or city will be destroyed case 3 near Ward-170 ref 25690,make my post viral or city will be destroyed case 3 near Ward-170 ref 25690,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,39,8,0.0,Ward-170
NEG-02818,whole city destroyed everyone dead but no proof case 4 near Ward-4 ref 25691,whole city destroyed everyone dead but no proof case 4 near Ward-4 ref 25691,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,exaggerated_destruction,False,True,False,Partially Relevant,Unknown,False,False,28,14,0.0,Ward-4
NEG-02819,fake bomb blast everywhere send media now case 5 near Ward-170 ref 25692,fake bomb blast everywhere send media now case 5 near Ward-170 ref 25692,English,Elderly Citizen,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,fake_emergency,False,True,False,Partially Relevant,Unknown,False,False,26,16,0.0,Ward-170
NEG-02820,help me first because i know senior officer case 6 near Ward-176 ref 25693,help me first because i know senior officer case 6 near Ward-176 ref 25693,English,Shop Owner,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,12,8,0.0,Ward-176
NEG-02821,mera personal inverter kharab hai bijli department bhejo case 7 near Ward-38 ref 25694,mera personal inverter kharab hai bijli department bhejo case 7 near Ward-38 ref 25694,Hinglish,Shop Owner,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,45,0,0.0,Ward-38
NEG-02822,?? ?? ???? ???? ?? ?????? ???? ???? case 8 near Ward-128 ref 25695,?? ?? ???? ???? ?? ?????? ???? ???? case 8 near Ward-128 ref 25695,English,Women Complainant,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,14,11,0.0,Ward-128
NEG-02823,???? ?????? ?????? ???? ?? ????? ??? ????? case 9 near Ward-179 ref 25696,???? ?????? ?????? ???? ?? ????? ??? ????? case 9 near Ward-179 ref 25696,English,Citizen,0,Not Applicable,,Not Applicable,Low,Neutral,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,41,23,0.0,Ward-179
NEG-02824,private internet slow hai pura din case 10 near Ward-23 ref 25697,private internet slow hai pura din case 10 near Ward-23 ref 25697,Hinglish,Women Complainant,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Private/Spam,False,False,18,23,0.0,Ward-23
NEG-02825,???? ????? ?? ?????? ???? ???? ?? ??? case 11 near Ward-71 ref 25698,???? ????? ?? ?????? ???? ???? ?? ??? case 11 near Ward-71 ref 25698,English,Student,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,45,3,0.0,Ward-71
NEG-02826,my home fan is not working please repair it case 12 near Ward-135 ref 25699,my home fan is not working please repair it case 12 near Ward-135 ref 25699,English,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,39,14,0.0,Ward-135
