complaint_id,complaint_text,language,department_label,priority_level,sentiment,ward_location
GRV-2024-100655,rod p currnt a rh hai ptrl pmp k pss,Hinglish,Electricity,High,Frustrated,Ward_20
GRV-2024-102353,missng tils n pthwy trrbl staton t nght tim,English,Public Parks & Infrastructure,High,Panic,Ward_03
GRV-2024-101909,t night tme no swpng dn bsd prtment twr,English,Sanitation & Waste,Medium,Panic,Ward_16
GRV-2024-102330,SUDDENLY TODAY OPEN GYM EQUIPMENT DAMAGED IN PUBLIC GARDEN,English,Public Parks & Infrastructure,High,Panic,Ward_29
GRV-2024-101396,FL SMLLNG WTR FTER PPLNE DGGNG TSD CCHNG CNTER,English,Water Supply,High,Angry,Ward_28
GRV-2024-101536,tnkr did nt cme utsd tmpl,English,Water Supply,High,Neutral,Ward_22
GRV-2024-101983,मेलेले जनावर पडले आहे मंडईजवळ वादळादरम्यान ????,Marathi,Sanitation & Waste,Critical,Angry,Ward_27
GRV-2024-102181,park jangal ban gaya hai aaj achanak slum area me,Hinglish,Public Parks & Infrastructure,Low,Angry,Ward_19
GRV-2024-101549,foul smelling water Terrible situation after construction work,English,Water Supply,High,Frustrated,Ward_22
GRV-2024-101328,BHAI PRESSURE BOHOT KAM HAI PETROL PUMP KE APSS,Hinglish,Water Supply,High,Panic,Ward_28
GRV-2024-101256,Rd tt gya,Hinglish,Roads & Traffic,Critical,Neutral,Ward_22
GRV-2024-102161,stray dogs chasing kids in slum area,English,Public Parks & Infrastructure,Low,Frustrated,Ward_25
GRV-2024-101425,getting muddy water near dairy booth,English,Water Supply,Low,Pleading,Ward_19
GRV-2024-101464,নির্মাণ কাজের পর জলে দুর্গন্ধ এটিএম এর সামনে,Bengali,Water Supply,High,Neutral,Ward_08
GRV-2024-101555,PAANI NAHI AA RAHA!!!,Hindi,Water Supply,Critical,Angry,Ward_11
GRV-2024-102155,wrya ktt pch pd rh festvl bhd m,Hinglish,Public Parks & Infrastructure,Critical,Frustrated,Ward_06
GRV-2024-101250,अस्पताल के सामने बहुत बड़ा गड्ढा हो गया है जलभराव के बाद खतरा है,Hindi,Roads & Traffic,Critical,Panic,Ward_16
GRV-2024-101699,no supply at all outside coaching ecnter,English,Water Supply,Low,Angry,Ward_11
GRV-2024-101252,road andar ja raha hai hospital ke bagal me kal shaam se,Hinglish,Roads & Traffic,Critical,Angry,Ward_28
GRV-2024-102425,missing tiles on patwhay Why is nobody listening at colony gate ????,English,Public Parks & Infrastructure,Critical,Angry,Ward_24
GRV-2024-102318,GYM BRKN,Hinglish,Public Parks & Infrastructure,High,Angry,Ward_07
GRV-2024-101236,MANHOLE OPEN,Hinglish,Roads & Traffic,High,Panic,Ward_05
GRV-2024-100885,WATERLOGGING ON STREET DURING THE STORM EMERGENCY,English,Roads & Traffic,High,Angry,Ward_14
GRV-2024-100079,काल संध्याकाळपासून ट्रान्सफॉर्मरचा स्फोट झाला ATM जवळ,Marathi,Electricity,High,Frustrated,Ward_09
GRV-2024-101172,slum area me Arre yaar khod ke chhod diya,Hinglish,Roads & Traffic,Critical,Frustrated,Ward_22
GRV-2024-100814,mnhol khl hi sabz mnd k paas,Hinglish,Roads & Traffic,High,Pleading,Ward_26
GRV-2024-101852,Bhai macchar bohot ho gaye petrol pump ke pass,Hinglish,Sanitation & Waste,Critical,Neutral,Ward_27
GRV-2024-101970,मच्छर बहुत हो गए हैं कॉलोनी गेट पर,Hindi,Sanitation & Waste,High,Neutral,Ward_20
GRV-2024-100671,road pe current aa raha hai bhai,Hinglish,Electricity,High,Angry,Ward_10
GRV-2024-102186,park has become a junlge near vegetable market,English,Public Parks & Infrastructure,Critical,Angry,Ward_19
GRV-2024-102441,NEAR PTRL PMP PRK HS BCOM  JNGL ????,English,Public Parks & Infrastructure,Critical,Panic,Ward_12
GRV-2024-100057,BIJLI GAYI,Hinglish,Electricity,Low,Panic,Ward_12
GRV-2024-100133,सर मदद करें त्योहार की भीड़ में हाई टेंशन तार टूट गया अस्पताल के सामने,Hindi,Electricity,Medium,Frustrated,Ward_25
GRV-2024-101140,URGENT traffic signal is dead outsied temple,English,Roads & Traffic,High,Panic,Ward_20
GRV-2024-100933,HUGE PTOHOLE CAUSED ACCIDENT OUTSIDE COACHING CENTER,English,Roads & Traffic,Critical,Panic,Ward_21
GRV-2024-100928,Please check immediately waterlogging on street near dairy booth,English,Roads & Traffic,Critical,Panic,Ward_27
GRV-2024-100823,Cmpletly unccptbl ftr ppln dgging rd snking,English,Roads & Traffic,Medium,Panic,Ward_11
GRV-2024-101432,govt school ke pass tanker nahi aaya!!,Hinglish,Water Supply,Critical,Neutral,Ward_07
GRV-2024-101392,PAANI AA HI NAHI RAHA PIPELINE KHUDAI KE BAAD!!!,Hinglish,Water Supply,Critical,Panic,Ward_06
GRV-2024-101531,বিপদ জলে দুর্গন্ধ সরকারি স্কুলের কাছে,Bengali,Water Supply,Critical,Angry,Ward_23
GRV-2024-101214,ROAD PURA DHANS GAYA CONSTRUCTION KE BAAD ATM KE SAAMNE,Hinglish,Roads & Traffic,High,Angry,Ward_29
GRV-2024-100504,நேற்று மாலை முதல் ஷார்ட் சர்க்யூட் ஏடிஎம் அருகில்,Tamil,Electricity,Critical,Panic,Ward_06
GRV-2024-102469,jhoole toot gaye hain colony gate par Koi action kyu nahi le raha,Hinglish,Public Parks & Infrastructure,High,Frustrated,Ward_14
GRV-2024-100347,तार तुटून पडली आहे वीज कपातीदरम्यान,Marathi,Electricity,High,Frustrated,Ward_18
GRV-2024-100386,METER ME AAG LAG GAYI FESTIVAL BHEED ME MARKET ROAD PE,Hinglish,Electricity,High,Panic,Ward_02
GRV-2024-101024,Pls help jaldi manhole khula hai railway crossing pe,Hinglish,Roads & Traffic,High,Frustrated,Ward_05
GRV-2024-101958,சீக்கிரம் வாருங்கள் கோவில் வெளியே சாலையில் குப்பை,Tamil,Sanitation & Waste,High,Frustrated,Ward_04
GRV-2024-101384,plas chck mmdatly swag mxd with drnkng wtr nr gvt schl,English,Water Supply,High,Panic,Ward_02
GRV-2024-100894,রাস্তা ধসে গেছে নির্মাণ কাজের পর মেট্রো স্টেশনের কাছে ????,Bengali,Roads & Traffic,Critical,Frustrated,Ward_28
GRV-2024-100828,huge pothole caused accident at traffic square Sir pls help after heavy rain,English,Roads & Traffic,Critical,Angry,Ward_20
GRV-2024-102434,railway crossing pe tiles gayab hain path se,Hinglish,Public Parks & Infrastructure,High,Frustrated,Ward_04
GRV-2024-100475,transformer udd gaya construction ke baad colony gate par,Hinglish,Electricity,High,Panic,Ward_19
GRV-2024-101683,GUTTER KA PAANI MIX HO GAYA BAARISH KE BAAD METRO STATION KE PASS,Hinglish,Water Supply,Critical,Angry,Ward_17
GRV-2024-102140,KACHR RD PAR FAIL RHA RLWY CROSSING PE,Hinglish,Sanitation & Waste,High,Angry,Ward_08
GRV-2024-102327,लवकर बघा जिमचे साहित्य खराब रेल्वे क्रॉसिंगजवळ,Marathi,Public Parks & Infrastructure,High,Frustrated,Ward_25
GRV-2024-102125,gutter overflowing into houses after heavy rain,English,Sanitation & Waste,Critical,Frustrated,Ward_01
GRV-2024-102089,nar bus stand sewr ln blckd terrible sttn,English,Sanitation & Waste,High,Panic,Ward_25
GRV-2024-100652,ট্রান্সফরমার বাস্ট করেছে নির্মাণ কাজের পর,Bengali,Electricity,High,Neutral,Ward_11
GRV-2024-100172,khamba gir gaya pipeline khudai ke baad colony gate par,Hinglish,Electricity,Low,Frustrated,Ward_20
GRV-2024-101474,पाणी येत नाहीये मुसळधार पावसानंतर रुग्णालयासमोर,Marathi,Water Supply,High,Angry,Ward_02
GRV-2024-101149,bsd ATM pen manhol snc ystrdy vning,English,Roads & Traffic,High,Angry,Ward_24
GRV-2024-100038,Emergency live wire hanging,English,Electricity,High,Pleading,Ward_16
GRV-2024-101554,tanker nhai aaya traffic chauraha pe,Hinglish,Water Supply,High,Frustrated,Ward_15
GRV-2024-102385,Koi sun lo gym ka saaman toot gaya apartment ke bagal me,Hinglish,Public Parks & Infrastructure,High,Pleading,Ward_02
GRV-2024-100713,मुसळधार पावसानंतर सिग्नल बंद आहे मंडईजवळ,Marathi,Roads & Traffic,Low,Panic,Ward_26
GRV-2024-100090,Transformer dead,Bengali,Electricity,High,Panic,Ward_18
GRV-2024-100166,BH BRSH K BAD PR CLNY M ANDHERA HI GVT SCHL K PSS,Hinglish,Electricity,Medium,Angry,Ward_11
GRV-2024-101205,bachao waterlogging ke baad kichad hi kichad hai,Hinglish,Roads & Traffic,Low,Angry,Ward_02
GRV-2024-100875,emergency hai petrol pump ke pass signal kharab pada hai,Hinglish,Roads & Traffic,High,Panic,Ward_03
GRV-2024-100444,terrible situation meter box caught fire on market road!!!,English,Electricity,Critical,Frustrated,Ward_19
GRV-2024-102151,park ki light kharab hai hospital ke bagal me,Hinglish,Public Parks & Infrastructure,High,Frustrated,Ward_08
GRV-2024-102291,j chnak prk k lght khrb h bs stand k wah!!,Hinglish,Public Parks & Infrastructure,Critical,Pleading,Ward_10
GRV-2024-102483,STRY DGS CHSNG KIDS TSID TEMPL,English,Public Parks & Infrastructure,High,Panic,Ward_24
GRV-2024-101093,ஆபத்து பணிகள் முடிக்கப்படவில்லை,Tamil,Roads & Traffic,Low,Angry,Ward_29
GRV-2024-101827,Emergency during the storm toxic msoke from garbage near dairy booth,English,Sanitation & Waste,High,Frustrated,Ward_19
GRV-2024-101155,govt school ke pass road pura dhans gaya,Hinglish,Roads & Traffic,Critical,Frustrated,Ward_06
GRV-2024-101324,tanker did not come beside apartment tower,English,Water Supply,High,Angry,Ward_13
GRV-2024-100216,UGRENT ENTIRE AREA IS DARK NEAR PETROL PUMP DURING POWER CUT,English,Electricity,Medium,Panic,Ward_23
GRV-2024-101350,swge mxd wth drnkng wtr drng fstvl crowd utsd tmpl,English,Water Supply,High,Neutral,Ward_05
GRV-2024-100510,Blast hua,Hinglish,Electricity,High,Frustrated,Ward_29
GRV-2024-101680,Dry taps,Tamil,Water Supply,Critical,Angry,Ward_14
GRV-2024-100499,सरकारी स्कूल के पास सड़क पर करंट फैल रहा है कृपया जल्दी देखें ????,Hindi,Electricity,Critical,Angry,Ward_29
GRV-2024-102457,புயலின் போது அரசு பள்ளி அருகில் ஜிம் பொருட்கள் சேதம்,Tamil,Public Parks & Infrastructure,Medium,Frustrated,Ward_06
GRV-2024-101856,GTTR VERFLWNG NT HSS,English,Sanitation & Waste,Critical,Panic,Ward_07
GRV-2024-101388,paani aa hi nahi raha toofan ke time,Hinglish,Water Supply,High,Frustrated,Ward_10
GRV-2024-101519,पीने के पानी में सीवर का पानी खतरा है पब्लिक गार्डन में,Hindi,Water Supply,High,Pleading,Ward_25
GRV-2024-101671,colony gate par pressure bohot kam hai power cut ke time,Hinglish,Water Supply,Critical,Neutral,Ward_06
GRV-2024-100338,nang tr ltk rh h slm re me ????,Hinglish,Electricity,Critical,Frustrated,Ward_08
GRV-2024-102331,AWARIYA KUTTE PEECHE PAD RAHE,Hinglish,Public Parks & Infrastructure,High,Panic,Ward_09
GRV-2024-101188,Jld dekh rat k tm mnhol khul ha gvt schol k pass,Hinglish,Roads & Traffic,Low,Angry,Ward_26
GRV-2024-100028,ON MARKET ROAD SINCE YESTERDAY EVENING HEAVY SPARK FORM TRANSFORMER ????,English,Electricity,Critical,Angry,Ward_10
GRV-2024-101540,pressure bohot kam hai festival bheed me petrol pump ke pass ????,Hinglish,Water Supply,Critical,Frustrated,Ward_27
GRV-2024-101217,road puar dhans gaya atm ke saamne,Hinglish,Roads & Traffic,High,Frustrated,Ward_20
GRV-2024-102030,ஐயா தயவுசெய்து உதவுங்கள் கனமழைக்கு பின் கழிவுநீர் வீட்டிற்குள்,Tamil,Sanitation & Waste,Low,Frustrated,Ward_09
GRV-2024-100794,huge opthole caused accident in slum area,English,Roads & Traffic,Critical,Pleading,Ward_18
GRV-2024-100945,சாலை முற்றிலும் இடிந்தது,Tamil,Roads & Traffic,Low,Pleading,Ward_12
GRV-2024-101416,Koi cation kyu nahi le raha petrol pump ke pass nal sookh gaye,Hinglish,Water Supply,High,Panic,Ward_14
GRV-2024-100169,SHORT CIRCUIT HO GAYA COACHING CENTER KE BAHAR,Hinglish,Electricity,High,Panic,Ward_13
GRV-2024-102094,sir pls help garbage overflowing on road after waterlogging,English,Sanitation & Waste,Critical,Frustrated,Ward_06
GRV-2024-101676,Bachao petrol pump ke pass nal sookh gaye waterlogging ke baad,Hinglish,Water Supply,Critical,Angry,Ward_10
GRV-2024-101197,HGE OPTHLE CSD CCDNT,English,Roads & Traffic,Critical,Panic,Ward_03
GRV-2024-101542,डेयरी बूथ के पास निर्माण कार्य के बाद पानी से बदबू आ रही है,Hindi,Water Supply,High,Angry,Ward_21
GRV-2024-101253,বিপদ রাস্তায় জল জমেছে,Bengali,Roads & Traffic,Critical,Neutral,Ward_06
GRV-2024-101276,मॅनहोल उघडे आहे मेट्रो स्टेशनजवळ ????,Marathi,Roads & Traffic,Critical,Neutral,Ward_18
GRV-2024-100912,Lk t ths fter pipln dggng t clny gt hg pthle csd ccidnt,English,Roads & Traffic,High,Pleading,Ward_07
GRV-2024-100491,மின் கம்பி அறுந்து தொங்குகிறது இரவு நேரத்தில் பஸ் ஸ்டாண்ட் அருகில் உதவி,Tamil,Electricity,High,Panic,Ward_28
GRV-2024-100953,Koi action kyu nahi le raha market road pe paani bhar gaya pura,Hinglish,Roads & Traffic,High,Frustrated,Ward_04
GRV-2024-101097,சீக்கிரம் வாருங்கள் கட்டுமான பணிக்கு பின் பணிகள் முடிக்கப்படவில்லை பஸ் ஸ்டாண்ட் அருகில்,Tamil,Roads & Traffic,High,Pleading,Ward_05
GRV-2024-101032,sir pls baarish ke baad kichad hi kichad hai colony gate par,Hinglish,Roads & Traffic,High,Angry,Ward_25
GRV-2024-100587,Current leak,Hinglish,Electricity,High,Angry,Ward_07
GRV-2024-100750,kal shaam se road andar ja raha hai slum area me,Hinglish,Roads & Traffic,Low,Panic,Ward_10
GRV-2024-100657,शॉर्ट सर्किट हो गया सब्जी मंडी के पास!!,Hindi,Electricity,Critical,Neutral,Ward_27
GRV-2024-101866,garden me mara janwar pada hai,Hinglish,Sanitation & Waste,Low,Angry,Ward_27
GRV-2024-100234,स्थिति बहुत खराब है जीवित तार लटक रहा है बस स्टैंड के पास जलभराव के बाद,Hindi,Electricity,High,Frustrated,Ward_01
GRV-2024-100732,pls hlp jaldi tofn k tm sgnl khrab pd h markt rd p,Hinglish,Roads & Traffic,Low,Frustrated,Ward_22
GRV-2024-102492,besd hsptal swngs re dngrously brkn Plese check mmditely,English,Public Parks & Infrastructure,Critical,Pleading,Ward_22
GRV-2024-101186,drng hte strm waterlggng n stret,English,Roads & Traffic,High,Frustrated,Ward_15
GRV-2024-101156,Danger hai bhai paartment ke bagal me road andar ja raha hai,Hinglish,Roads & Traffic,Medium,Frustrated,Ward_21
GRV-2024-102453,public toilet has no water,English,Public Parks & Infrastructure,Low,Frustrated,Ward_28
GRV-2024-101246,beside apartment tower main market road collapsed,English,Roads & Traffic,High,Neutral,Ward_21
GRV-2024-102448,টয়লেটে জল নেই মন্দিরের বাইরে,Bengali,Public Parks & Infrastructure,Medium,Angry,Ward_21
GRV-2024-100934,Jald dekh pn bhr gya pr metr statn ke pss,Hinglish,Roads & Traffic,Low,Frustrated,Ward_13
GRV-2024-101209,রাস্তায় জল জমেছে সরকারি স্কুলের কাছে ????,Bengali,Roads & Traffic,Critical,Frustrated,Ward_12
GRV-2024-101065,DURING THE STORM OPEN MANHOLE NEAR PETROL PUMP,English,Roads & Traffic,High,Angry,Ward_09
GRV-2024-101716,দয়া করে সাহায্য করুন হাসপাতালের সামনে জলের প্রেসার কম,Bengali,Water Supply,High,Angry,Ward_06
GRV-2024-100108,meter box caught fire near metro station,English,Electricity,High,Angry,Ward_10
GRV-2024-101062,Sir pls dairy booth ke pass bohot bada gaddha ban gaya pipeline khudai ke baad,Hinglish,Roads & Traffic,Critical,Pleading,Ward_22
GRV-2024-100568,মিটার বক্সে আগুন লেগেছে ভারী বৃষ্টির পর,Bengali,Electricity,High,Frustrated,Ward_06
GRV-2024-101167,PAANI BHAR GAYA PURA BAARISH KE BAAD APARTMENT KE BAGAL ME,Hinglish,Roads & Traffic,Low,Panic,Ward_14
GRV-2024-101174,road andar ja raha hai colony gate par ????,Hinglish,Roads & Traffic,Critical,Panic,Ward_17
GRV-2024-101588,nr bs stand swg mxd wth drnkng wtr Why s nobody listenng,English,Water Supply,High,Frustrated,Ward_10
GRV-2024-101507,সবজি বাজারের কাছে তাড়াতাড়ি আসুন জলের প্রেসার কম!!!,Bengali,Water Supply,Critical,Frustrated,Ward_14
GRV-2024-101492,पाणी येत नाहीये मंडईजवळ,Marathi,Water Supply,High,Pleading,Ward_16
GRV-2024-100890,khod ke chhod diya apartment ke bagal me,Hinglish,Roads & Traffic,High,Frustrated,Ward_15
GRV-2024-100947,fstvl bhd me rd ndr j rh hi sbz mnd k ps ????,Hinglish,Roads & Traffic,Critical,Panic,Ward_01
GRV-2024-101048,மேன்ஹோல் திறந்துள்ளது இரவு நேரத்தில் மருத்துவமனை முன்,Tamil,Roads & Traffic,Critical,Panic,Ward_21
GRV-2024-102057,Smell,Hinglish,Sanitation & Waste,High,Panic,Ward_27
GRV-2024-100884,निर्माण कार्य के बाद सड़क पर कीचड़ है,Hindi,Roads & Traffic,Critical,Panic,Ward_29
GRV-2024-100143,heavy spark from transformer at night time,English,Electricity,Critical,Frustrated,Ward_19
GRV-2024-102452,wry ktt pch pd rhe,Hinglish,Public Parks & Infrastructure,High,Neutral,Ward_18
GRV-2024-100850,cmpltly nccptabl pen mnhl ner vegtble mrket drng fstvl crwd ????,English,Roads & Traffic,Critical,Frustrated,Ward_06
GRV-2024-100717,রাস্তা ধসে গেছে রাতের বেলায় ????,Bengali,Roads & Traffic,Critical,Panic,Ward_25
GRV-2024-102371,jhoole toot gaye hain,Hinglish,Public Parks & Infrastructure,Critical,Angry,Ward_29
GRV-2024-100264,உதவி இரவு நேரத்தில் மின் கம்பி அறுந்து தொங்குகிறது ஏடிஎம் அருகில்,Tamil,Electricity,Critical,Angry,Ward_04
GRV-2024-100075,দয়া করে সাহায্য করুন মিটার বক্সে আগুন লেগেছে মেট্রো স্টেশনের কাছে জল জমার পর,Bengali,Electricity,Critical,Frustrated,Ward_06
GRV-2024-100395,mtr m g lg gy Dngr h bh hsptl k bgl me ????,Hinglish,Electricity,Critical,Neutral,Ward_21
GRV-2024-102117,NEAR METRO STATION GUTTER OVERFLOWING INTO HOUSES KIDS ARE IN DANGER,English,Sanitation & Waste,High,Panic,Ward_06
GRV-2024-102335,Gym broken,Hinglish,Public Parks & Infrastructure,High,Angry,Ward_23
GRV-2024-100396,মিটার বক্সে আগুন লেগেছে গতকাল সন্ধ্যা থেকে সবজি বাজারের কাছে,Bengali,Electricity,Medium,Angry,Ward_22
GRV-2024-101365,hospital ke bagal me paani aa hi nahi raha power cut ke time,Hinglish,Water Supply,Critical,Pleading,Ward_02
GRV-2024-102077,நீர் தேங்கிய பின் இறந்த விலங்கு காய்கறி சந்தை அருகில் சீக்கிரம் வாருங்கள்,Tamil,Sanitation & Waste,High,Pleading,Ward_02
GRV-2024-101903,मरा हुआ जानवर पड़ा है रात के समय मेट्रो स्टेशन के पास,Hindi,Sanitation & Waste,High,Panic,Ward_16
GRV-2024-100595,SUDDENLY TODAY TRANSFORMER EXPLODED AT COLONY GATE WHY IS NOBODY LISTENING,English,Electricity,High,Angry,Ward_02
GRV-2024-101296,Traffic jam,Tamil,Roads & Traffic,High,Neutral,Ward_07
GRV-2024-101821,खतरा है भारी बारिश के बाद मरा हुआ जानवर पड़ा है रेलवे क्रॉसिंग के पास,Hindi,Sanitation & Waste,High,Angry,Ward_10
GRV-2024-100872,TRAFFC JM,Hinglish,Roads & Traffic,High,Angry,Ward_12
GRV-2024-101548,bsid hsptl fl smllng watr!!,English,Water Supply,Critical,Angry,Ward_16
GRV-2024-100036,transformer exploded beside atm!!!,English,Electricity,Critical,Angry,Ward_26
GRV-2024-102273,ஆபத்து மின்வெட்டின் போது பூங்கா விளக்குகள் எரியவில்லை மருத்துவமனை முன்,Tamil,Public Parks & Infrastructure,Critical,Panic,Ward_24
GRV-2024-102123,rr yar mcchr boht h gaye TM k smne fstval bhd m!!!,Hinglish,Sanitation & Waste,Critical,Angry,Ward_17
GRV-2024-100977,ROAD PURA DHANS GAYA BUS STAND KE WAHA!!,Hinglish,Roads & Traffic,Critical,Angry,Ward_03
GRV-2024-101571,pipeline khudai ke baad pressure bohot kam hai sabiz mandi ke paas ????,Hinglish,Water Supply,Critical,Neutral,Ward_06
GRV-2024-101122,मदद करें आज अचानक सड़क नीचे जा रही है सरकारी स्कूल के पास,Hindi,Roads & Traffic,Low,Panic,Ward_07
GRV-2024-101892,n swepng dn drng fstval crwd otsde cchng centr,English,Sanitation & Waste,High,Pleading,Ward_07
GRV-2024-100675,HIGH TENSION LINE BROKE DURING FESTIVAL CROWD BESIDE ATM,English,Electricity,Critical,Panic,Ward_06
GRV-2024-100728,kichd hi kchad h tfn k tm hspital k bgal m,Hinglish,Roads & Traffic,Critical,Panic,Ward_24
GRV-2024-100412,Bijli gayi,Bengali,Electricity,High,Pleading,Ward_13
GRV-2024-101516,GARDEN ME KICHAD WALA PAANI AA RAHA,Hinglish,Water Supply,High,Angry,Ward_12
GRV-2024-101649,नल सूखे हैं रात के समय,Hindi,Water Supply,High,Neutral,Ward_24
GRV-2024-100825,Completely unacceptable at night time main market road collapsed in slum area,English,Roads & Traffic,High,Pleading,Ward_02
GRV-2024-100616,AFTER WATERLOGGING METER BXO CAUGHT FIRE BESIDE HOSPITAL,English,Electricity,Critical,Panic,Ward_15
GRV-2024-100114,look at this heavy psark from transformer,English,Electricity,Critical,Frustrated,Ward_09
GRV-2024-100417,आज अचानक जीवित तार लटक रहा है रेलवे क्रॉसिंग के पास!!!,Hindi,Electricity,Critical,Frustrated,Ward_26
GRV-2024-101625,மருத்துவமனை முன் ஆபத்து இரவு நேரத்தில் குடிநீர் குழாய் உடைந்தது,Tamil,Water Supply,High,Panic,Ward_04
GRV-2024-102450,Dogs n park,Hinglish,Public Parks & Infrastructure,Medium,Frustrated,Ward_26
GRV-2024-100089,बिजली कटौती के दौरान ट्रांसफार्मर फट गया रेलवे क्रॉसिंग के पास,Hindi,Electricity,Critical,Angry,Ward_24
GRV-2024-102082,கொசுக்கள் அதிகம்,Tamil,Sanitation & Waste,High,Neutral,Ward_29
GRV-2024-100753,manhole khula hai ATM ke saamne,Hinglish,Roads & Traffic,High,Frustrated,Ward_05
GRV-2024-101630,জলে দুর্গন্ধ বাস স্ট্যান্ডের কাছে ????,Bengali,Water Supply,Critical,Angry,Ward_11
GRV-2024-100011,Taar gir gaya,Tamil,Electricity,Critical,Frustrated,Ward_23
GRV-2024-100284,road pe current aa raha hai raat ke time bus stand ke waha,Hinglish,Electricity,High,Panic,Ward_08
GRV-2024-101066,রাস্তায় জল জমেছে,Bengali,Roads & Traffic,Low,Frustrated,Ward_05
GRV-2024-101191,open manhole near govt school,English,Roads & Traffic,Critical,Neutral,Ward_10
GRV-2024-101440,புயலின் போது குடிநீரில் கழிவுநீர்,Tamil,Water Supply,High,Frustrated,Ward_28
GRV-2024-102337,sabzi mandi ke paas power cut ke time park jangal ban gaya hai,Hinglish,Public Parks & Infrastructure,Medium,Pleading,Ward_14
GRV-2024-102409,तुरंत ध्यान दें आवारा कुत्ते बच्चों के पीछे भाग रहे हैं बस्ती में,Hindi,Public Parks & Infrastructure,Low,Frustrated,Ward_20
GRV-2024-102257,near bus stand stray dogs chasing kids,English,Public Parks & Infrastructure,Medium,Panic,Ward_19
GRV-2024-101568,colony gate par Emergency hai kichad wala paani aa raha,Hinglish,Water Supply,Medium,Panic,Ward_08
GRV-2024-102143,KCHRE S DHUN A RHA DAIRY BOTH K PSS,Hinglish,Sanitation & Waste,High,Angry,Ward_16
GRV-2024-101687,tap is dry during festival crowd near metro station,English,Water Supply,Medium,Angry,Ward_19
GRV-2024-100851,rtaffic signal is dead outside temple,English,Roads & Traffic,Low,Angry,Ward_15
GRV-2024-100895,signal dead!!!,English,Roads & Traffic,Critical,Angry,Ward_22
GRV-2024-100496,bijli gyai ????,Hinglish,Electricity,Critical,Frustrated,Ward_03
GRV-2024-101782,safai nahi hui pterol pump ke pass,Hinglish,Sanitation & Waste,High,Frustrated,Ward_29
GRV-2024-100335,aaj achanak transformer udd gaya traffic chauraha pe ????,Hinglish,Electricity,Critical,Panic,Ward_14
GRV-2024-100515,मेट्रो स्टेशनजवळ मीटर बॉक्सला आग लागली,Marathi,Electricity,High,Panic,Ward_17
GRV-2024-101348,पानी बिल्कुल नहीं आ रहा,Hindi,Water Supply,Critical,Panic,Ward_07
GRV-2024-101015,त्वरित लक्ष द्या रस्त्यावर पाणी साचले आहे मेट्रो स्टेशनजवळ वादळादरम्यान,Marathi,Roads & Traffic,Medium,Frustrated,Ward_02
GRV-2024-102431,बस स्टैंड के पास कोई सुन क्यों नहीं रहा झूले टूट गए हैं बिजली कटौती के दौरान,Hindi,Public Parks & Infrastructure,Medium,Frustrated,Ward_04
GRV-2024-101781,mara janwar paad hai bus stand ke waha!!,Hinglish,Sanitation & Waste,Critical,Panic,Ward_12
GRV-2024-101785,after construction owrk gutter overflowing into houses near petrol pump,English,Sanitation & Waste,High,Angry,Ward_02
GRV-2024-102070,durng pwr cut Plse check mmdtly tsd tmple msqutos bredng in stgnnt wtr,English,Sanitation & Waste,High,Pleading,Ward_10
GRV-2024-100356,Sr pls help high tnsn ln brk nr vgetabl markt,English,Electricity,Critical,Pleading,Ward_10
GRV-2024-102378,मदद करें पब्लिक टॉयलेट में पानी नहीं है कोचिंग सेंटर के बाहर पाइपलाइन खुदाई के बाद,Hindi,Public Parks & Infrastructure,High,Angry,Ward_06
GRV-2024-101312,nal sookh gaye metro tsation ke pass!!!,Hinglish,Water Supply,Critical,Angry,Ward_20
GRV-2024-101635,during festival crowd tap is dry urgent at colony gate,English,Water Supply,Critical,Frustrated,Ward_22
GRV-2024-100550,transforemr dead,Hinglish,Electricity,High,Neutral,Ward_13
GRV-2024-101227,सड़क पर कीचड़ है डेयरी बूथ के पास,Hindi,Roads & Traffic,Critical,Angry,Ward_22
GRV-2024-102230,जिमचे साहित्य खराब मंडईजवळ,Marathi,Public Parks & Infrastructure,Critical,Panic,Ward_10
GRV-2024-100957,manhole khula hai festival bheed me apartment ke bagal me,Hinglish,Roads & Traffic,Critical,Angry,Ward_09
GRV-2024-101773,T NIGHT TM DAD NML SMLLNG BD BESDE PRTMNT TWR,English,Sanitation & Waste,Critical,Angry,Ward_03
GRV-2024-101008,मदद करें डिवाइडर टूट गया है,Hindi,Roads & Traffic,Low,Angry,Ward_16
GRV-2024-101092,khod ke chhod diya bus stand ke waha,Hinglish,Roads & Traffic,High,Angry,Ward_25
GRV-2024-102224,beside atm after construction work park has become a jungle,English,Public Parks & Infrastructure,Medium,Panic,Ward_12
GRV-2024-100996,traffic signal is dead beside apartment tower,English,Roads & Traffic,High,Panic,Ward_27
GRV-2024-101679,pipeline khudai ke baad railway crossing pe pipeline fatt gayi!!!,Hinglish,Water Supply,Critical,Frustrated,Ward_11
GRV-2024-100153,स्थिति बहुत खराब है मीटर बॉक्स जल गया पेट्रोल पंप के पास बिजली कटौती के दौरान,Hindi,Electricity,High,Neutral,Ward_24
GRV-2024-100580,pl fell dwn sddnly tody n mrket rd,English,Electricity,High,Frustrated,Ward_29
GRV-2024-101470,Smelly water,Hinglish,Water Supply,Medium,Panic,Ward_03
